Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Score,Flag
2013-09-03 06,0.100719424,0.202730375,0.738513791,0.225527312,0.353269537,0.294416245,0.36888499,0.52791878,0.759736302,0.426240726,0.663133266,0.256684834,0.25885099,0.25490807,0.999451249,0.528036842,0.945174814,0.074324541,0.37514595,0.347802886,100,0
2013-09-03 07,0.08099327,0.109556314,0.736498478,0.197944835,0.242424242,0.324873095,0.364658037,0.94923858,0.870846598,0.460433886,0.761000522,0.32599591,0.323419825,0.328299437,0.000182909,0.525312632,0.946818137,0.028743297,0.105468829,0.131029824,100,0
2013-09-03 08,0.132977489,0.208191126,0.73449519,0.260681449,0.342105263,0.299492385,0.36888499,0.17766497,0.753395972,0.400563417,0.654532445,0.27504398,0.276960036,0.273344392,0.499508405,0.524589474,0.946594876,0.044509047,0.294778175,0.230090052,100,0
2013-09-03 09,0.122998375,0.191808874,0.732398108,0.241752299,0.288676236,0.282608695,0.36888499,0.1576087,0.76875649,0.428688701,0.694093638,0.307463526,0.307471506,0.306326045,0.499028218,0.525757947,0.94407605,0.038139626,0.176079401,0.168377058,100,0
2013-09-03 10,0.220236714,0.261774744,0.730163151,0.3996755,0.480063796,0.30054645,0.36888499,0.12568306,0.280678168,0.399178608,0.535443486,0.333256875,0.335640029,0.32734455,0.000182909,0.538368421,0.942626342,0.106213023,0.085000818,0.110319823,100,0
2013-09-03 11,0.128800186,0.174744027,0.727553439,0.276906436,0.350079745,0.265151515,0.36888499,0,0.508970716,0.346025938,0.575114103,0.296160075,0.298038228,0.293898407,0.498936759,0.5272,0.943639461,0.118352267,0.139647023,0.115724914,100,0
2013-09-03 12,0.113947552,0.198293515,0.724962179,0.228231476,0.387559809,0.323232325,0.36888499,0.27272727,0.682181196,0.369837514,0.654714358,0.261126983,0.263266233,0.259373995,0.99906255,0.530584211,0.945524171,0.032236326,0.306035066,0.230239397,100,0
2013-09-03 13,0.285216988,0.341296928,0.723375937,0.480800433,0.626794258,0.32741117,0.36888499,0.56345178,0.546507201,0.416307826,0.613550638,0.335590666,0.338413485,0.329644308,0.002080702,0.715789474,0.943944238,0.060084881,0.083728009,0.086576182,100,0
2013-09-03 14,0.130424693,0.203071672,0.7213808,0.243374797,0.311004785,0.322335025,0.36888499,0.86294416,0.763686998,0.416965785,0.682317041,0.343573064,0.343439181,0.343080247,0.001737727,0.527021053,0.944724267,0.047748896,0.222591335,0.218111429,100,0
2013-09-03 15,0.13112091,0.283276451,0.719094951,0.247160627,0.535087719,0.316216215,0.36888499,0.48648649,0.350357041,0.361455566,0.534952304,0.312567825,0.314416351,0.309935539,0.499119676,0.543263158,0.944924459,0.094576697,0.100419102,0.17619039,100,0
2013-09-03 16,0.121141796,0.195221843,0.716911489,0.234721471,0.300637959,0.25271739,0.36888499,0.51086957,0.689736098,0.376770554,0.630506693,0.337774088,0.337777386,0.337165817,0.499096812,0.525775263,0.944166909,0.031406632,0.279481847,0.230161427,100,0
2013-09-03 17,0.096310049,0.202730375,0.714676575,0.204975663,0.370015949,0.32994924,0.36888499,0.59898477,0.77283095,0.440555584,0.678223996,0.267716979,0.270112202,0.265805051,0.001943512,0.525831842,0.945043477,0.066008242,0.397414245,0.356663027,100,0
2013-09-03 18,0.124854955,0.163822526,0.712563276,0.269334776,0.329346093,0.234848485,0.36888499,0.81313131,0.900269331,0.460461332,0.75281775,0.326611871,0.323700424,0.329220724,0.499302593,0.517263158,0.943201178,0.011485285,0.086161405,0.097939559,100,0
2013-09-03 19,0.742399629,0.832764505,0.709995447,0.740400216,0.936204147,0.282608695,0.36888499,0.39673913,0.852311064,0.413552482,0.732400985,0.269217102,0.274131327,0.255395928,0.001623402,0.535263158,0.948072097,0.027188597,0.293830868,0.221879188,100,0
2013-09-03 20,0.129496403,0.230716724,0.708371462,0.247160627,0.428229665,0.345945945,0.364383856,0.73513514,0.276689683,0.381912396,0.519592868,0.266684205,0.269724307,0.264097905,0.999245467,0.625789474,0.941419252,0.195984373,0.152292667,0.131689546,100,0
2013-09-03 22,0.118821072,0.192832765,0.703543062,0.195781504,0.248803828,0.2861609,0.367086344,0.53980825,0.586301757,0.463040931,0.664657583,0.345897744,0.345499118,0.345630667,0.001989242,0.519421053,0.944473798,0.0491646,0.176547901,0.086375509,100,0
2013-09-03 23,0.126711534,0.185665529,0.700997092,0.280151433,0.36523126,0.322335025,0.36888499,0.84771574,0.752554491,0.362938276,0.678870223,0.329564138,0.330084205,0.32799752,0.49889103,0.525511579,0.946931754,0.043677812,0.28856686,0.264448397,100,0
2013-09-04 00,0.126479462,0.19112628,0.69915298,0.199026501,0.249601276,0.3125,0.36888499,0.27173913,0.223524496,0.400951838,0.545454413,0.326916724,0.326625428,0.326963436,0.498936759,0.502263158,0.944979791,0.089600009,0.067663157,0.086145984,100,0
2013-09-04 01,0.075887677,0.12116041,0.696913806,0.176852353,0.254385965,0.23989899,0.36888499,0.37373737,0.266891525,0.367703728,0.525506655,0.345480063,0.345072427,0.345126463,0.498525196,0.354736842,0.94542195,0.066955266,0.055322832,0.089116487,100,0
2013-09-04 03,0.097006266,0.199317406,0.69244239,0.200648999,0.379585327,0.2568306,0.36888499,0.60655738,0.288708001,0.366012849,0.521211531,0.292115103,0.293702371,0.289238624,0.999428384,0.594210526,0.952739162,0.188631895,0.159864394,0.133101756,100,0
2013-09-04 04,0.095613832,0.17440273,0.690025917,0.202812331,0.279106858,0.237373735,0.36888499,1,0.223476094,0.412941038,0.534725499,0.342645873,0.34238683,0.342669743,0.000800263,0.540052632,0.945363098,0.098143138,0.078043595,0.096158374,100,0
2013-09-04 05,0.112323045,0.195221843,0.687615843,0.220659816,0.305422648,0.27020202,0.364679384,0.56060606,0.244856891,0.401961883,0.512923709,0.352305548,0.351406656,0.352693955,0.001349022,0.451052632,0.945901146,0.176864052,0.073216882,0.081531832,100,0
2013-09-04 06,0.081457415,0.144709898,0.68571379,0.210383991,0.316586922,0.28375,0.368191065,0.47333333,0.620383515,0.412368484,0.625513158,0.279379175,0.279618887,0.27975699,0.001303293,0.526789474,0.950683007,0.053846144,0.446450756,0.416035303,100,0
2013-09-04 07,0.13112091,0.272696246,0.683050041,0.21957815,0.466507177,0.301630435,0.36888499,1,0.699824894,0.346521142,0.640417151,0.276292886,0.278195047,0.274879513,0.499073947,0.528242105,0.947426048,0.029963626,0.328354605,0.268493436,100,0
2013-09-04 08,0.103736366,0.150853242,0.680704769,0.230394808,0.304625199,0.29512297,0.36888499,0.5010421,0.674813002,0.300604364,0.618758311,0.353753166,0.352689494,0.354547154,0.001966377,0.523657895,0.947389809,0.043199817,0.381918664,0.298051768,100,0
2013-09-04 09,0.09932699,0.159385666,0.677229806,0.234721471,0.349282297,0.24728261,0.364359393,0.41304348,0.763225809,0.404822365,0.685389179,0.304724013,0.305217355,0.30443022,0.498868165,0.524942105,0.9510718,0.053231172,0.444844857,0.400575282,100,0
2013-09-04 10,0.129032258,0.204095563,0.67564292,0.237425635,0.304625199,0.22979798,0.36888499,0.23232323,0.741563965,0.407725663,0.713508379,0.365399627,0.365306621,0.36452091,0.49914254,0.52535,0.948725553,0.052487889,0.291244598,0.288511324,100,0
2013-09-04 11,0.108609886,0.219112628,0.673243161,0.197404002,0.393141946,0.26649746,0.358125473,0.93908629,0.290262313,0.327599533,0.558465999,0.280822516,0.283467547,0.278596722,0.001257563,0.475894737,0.945969421,0.121036019,0.167291835,0.132605122,100,0
2013-09-04 12,0.11093061,0.200341297,0.670634878,0.21957815,0.385167464,0.26395939,0.364658037,0.41116751,0.770019692,0.405406549,0.696468262,0.289231041,0.292518482,0.286407461,0.999039686,0.523989474,0.945217701,0.044734216,0.360240397,0.299624873,100,0
2013-09-04 13,0.120909724,0.183959044,0.645890093,0.181719849,0.24800638,0.30601093,0.363920997,0.7704918,0.199750224,0.436454105,0.520133467,0.32927524,0.329545297,0.329336961,0.499302593,0.383684211,0.946004099,0.093157549,0.079372802,0.09870964,75,0
2013-09-04 14,0.131585055,0.201706485,0.644625629,0.227149811,0.310207337,0.29804085,0.363457498,0.46394331,0.791321814,0.448600858,0.723597123,0.33340336,0.3331381,0.333159991,0.000388693,0.530994737,0.947856771,0.059441778,0.295725482,0.310041906,100,0
2013-09-04 15,0.076351822,0.159385666,0.642168234,0.164413196,0.307814992,0.278688525,0.364334663,0,0.293031172,0.319748859,0.535256692,0.252777828,0.252498917,0.252892157,0.499096812,0.225263158,0.943655889,0.131505488,0.194451399,0.145259368,100,0
2013-09-04 17,0.220236714,0.406143345,0.638429381,0.295294754,0.589314195,0.26649746,0.364658037,0.83756345,0.597435671,0.359639323,0.624985479,0.277800112,0.279707123,0.274331713,0.999245467,0.701578947,0.946259358,0.087894743,0.254535099,0.159156177,100,0
2013-09-04 20,0.152935716,0.265187713,0.63207102,0.255813953,0.442583732,0.38442211,0.36888499,0.59798995,0.718126363,0.363575143,0.683098785,0.279204346,0.280321568,0.276468074,0.999382655,0.527542105,0.947360895,0.035728762,0.289430143,0.209301806,100,0
2013-09-04 21,0.128103968,0.184982935,0.629615516,0.216873986,0.296650718,0.260869565,0.36888499,0.74456522,0.699687254,0.383059379,0.674603407,0.345833923,0.345311906,0.345962027,0.498959624,0.529978947,0.94691457,0.034522675,0.365717971,0.285045827,100,0
2013-09-04 22,0.125551172,0.221501706,0.627586317,0.21957815,0.370813397,0.28787879,0.36888499,0.43434343,0.562079669,0.43301851,0.670618337,0.271720657,0.273311837,0.269555438,0.499576998,0.514684211,0.947539912,0.028978913,0.128540717,0.111094566,100,0
2013-09-04 23,0.1253191,0.199658703,0.625263091,0.229313142,0.323763955,0.28804348,0.364359393,0.44021739,0.374180393,0.386424827,0.58479971,0.276770517,0.276965716,0.276874959,0.498799571,0.177368421,0.947651707,0.29218758,0.196805352,0.132892571,100,0
2013-09-05 02,0.114875841,0.206825939,0.618674734,0.116819903,0.129984051,0.372972975,0.36888499,0.76756757,0.438577605,1,0.751811276,0.286481572,0.288138354,0.285160638,0.49914254,0.374736842,0.946551771,0.501571288,0.945674717,0.880388603,100,0
2013-09-05 04,0.11093061,0.204095563,0.613880483,0.209302326,0.314194577,0.3172043,0.36888499,1,0.639618542,0.398436014,0.643883704,0.28117837,0.282741495,0.280363461,0.499005353,0.526301053,0.948309358,0.049937674,0.464795986,0.412897328,100,0
2013-09-05 05,0.120445579,0.198634812,0.61159804,0.189832342,0.257575758,0.36040609,0.364273768,0.8680203,0.549759698,0.393346185,0.638614396,0.330365606,0.329302512,0.330982248,0.001600537,0.427894737,0.945208497,0.040362707,0.074382909,0.089302899,100,0
2013-09-05 06,0.621721977,0.737201365,0.609379959,0.605191996,0.800637959,0.32741117,0.363505231,0.64974619,0.577921961,0.372507885,0.600662472,0.28986708,0.293802129,0.274772525,0.000868858,0.854210526,0.946441597,0.089675205,0.164789731,0.141664572,100,0
2013-09-05 07,0.087259225,0.148122867,0.606940197,0.220659816,0.302232855,0.27445652,0.359833796,0.18478261,0.616831092,0.409623554,0.628312524,0.349190781,0.348864553,0.349286008,0.499051082,0.526027368,0.94860341,0.011076727,0.135226258,0.136842874,100,0
2013-09-05 08,0.070317939,0.19556314,0.604870151,0.117360736,0.267942584,0.37878788,0.364679384,0.38888889,0.885046116,0.487820141,0.761246183,0.270918323,0.273120351,0.268989655,0.499554134,0.541736842,0.946644717,0.02440657,0.162031405,0.141289296,100,0
2013-09-05 09,0.062427477,0.176109215,0.601462631,0.154137372,0.318979266,0.37228261,0.36888499,0,0.266694044,0.376045643,0.528947462,0.271576746,0.272743566,0.270984146,0.999634166,0.377368421,0.954851565,0.243033543,0.157780548,0.13866087,100,0
2013-09-05 10,0.088419587,0.14778157,0.600021031,0.223904813,0.306220096,0.31550802,0.359169367,0.95721925,0.670670466,0.420272986,0.677508842,0.352281193,0.351975122,0.352120092,0.499371187,0.526051579,0.951352218,0.034713898,0.282900912,0.277187486,100,0
2013-09-05 11,0.096077976,0.196587031,0.597500789,0.200108167,0.325358852,0.262626265,0.364297057,0.79292929,0.509024667,0.360905319,0.607278241,0.290948709,0.292089916,0.290540547,0.499165405,0.502631579,0.946840978,0.238535922,0.203909008,0.141754076,100,0
2013-09-05 12,0.117428638,0.212286689,0.595199465,0.226068145,0.350079745,0.28804348,0.359422379,0,0.645709662,0.387350761,0.64791589,0.293233909,0.294168159,0.292665815,0.499165405,0.526673684,0.947876517,0.028744842,0.27384467,0.193666906,100,0
2013-09-05 13,0.118589,0.223890785,0.592755362,0.228772309,0.418660287,0.350253805,0.35620413,0.27918782,0.779327617,0.421030398,0.706238847,0.277311531,0.279487915,0.275142801,0.99906255,0.525507895,0.946571345,0.039886258,0.385210906,0.346273426,100,0
2013-09-05 14,0.157577164,0.337883959,0.590073103,0.274743104,0.606858054,0.230964465,0.359278278,0.50253807,0.494016798,0.379984358,0.589366437,0.305761242,0.306591391,0.303185273,0.999245467,0.537789474,0.945844889,0.131267976,0.198077016,0.134544181,100,0
2013-09-05 15,0.227198886,0.419795222,0.587541708,0.313683072,0.637161085,0.3857868,0.359662546,0.24365482,0.802921389,0.41152909,0.709619907,0.298222526,0.29965973,0.295726439,0.999496978,0.523805263,0.945633508,0.032711828,0.334539868,0.250154332,100,0
2013-09-05 16,0.164539336,0.219453925,0.585535132,0.354245538,0.461722488,0.267759565,0.36888499,0.86885246,0.712517429,0.410756244,0.680427495,0.314968387,0.316442366,0.313058811,0.499256864,0.522994737,0.946532145,0.029536078,0.309924492,0.24432645,100,0
2013-09-05 17,0.082849849,0.191467577,0.583067571,0.163872363,0.371610845,0.26142132,0.34621315,0.55329949,0.738261309,0.398641348,0.725100509,0.28748671,0.291758743,0.284863581,0.499119676,0.524678947,0.946596163,0.016863346,0.165283997,0.168893461,100,0
2013-09-05 18,0.11766071,0.193174061,0.580461132,0.225527312,0.3476874,0.3825,0.321950439,0.42,0.810453846,0.31912843,0.701122098,0.299053442,0.300239046,0.298536016,0.499119676,0.52617,0.945923572,0.200037356,0.376994043,0.316583861,100,0
2013-09-05 19,0.126015317,0.201706485,0.577855798,0.21579232,0.307814992,0.291579825,0.319185574,0.53939141,0.82262006,0.359181657,0.725198828,0.322760075,0.319932658,0.32550382,0.000480153,0.528421053,0.950518592,0.041605592,0.330169918,0.275727484,100,0
2013-09-05 20,0.037131585,0.148464164,0.575337308,0.102217415,0.256778309,0.353535355,0.360091452,0.48989899,0.868692561,0.411847417,0.754220761,0.29574894,0.296730939,0.293984394,0.002080702,0.525638421,0.948899184,0.02017346,0.126381578,0.162922278,100,0
2013-09-05 21,0.159897888,0.327645051,0.572934181,0.224986479,0.484051037,0.317934785,0.364359393,0.2826087,0.305997003,0.362542127,0.579221162,0.293181604,0.294570006,0.291864564,0.499691322,0.343684211,0.95002496,0.138677186,0.240825059,0.127861394,100,0
2013-09-05 22,0.125087027,0.201706485,0.570064621,0.234721471,0.342902711,0.30971238,0.364530374,0.4710296,0.372847358,0.389542549,0.561862755,0.302670133,0.303698001,0.302144709,0.499096812,0.548368421,0.949971883,0.141369958,0.220806224,0.289537535,100,0
2013-09-05 23,0.059642608,0.187030717,0.56711652,0.114115738,0.293460925,0.292916665,0.361661863,0.50916667,0.244140521,0.393329771,0.544324127,0.297777285,0.299855552,0.296191961,6.86E-05,0.484947368,0.950354874,0.098006933,0.094801822,0.111478926,100,0
2013-09-06 00,0.106985379,0.197952218,0.564676927,0.228231476,0.328548644,0.33152174,0.36888499,0.56521739,0.386323244,0.332299614,0.55547022,0.304602555,0.304899539,0.304534783,0.499005353,0.26,0.948547389,0.294450546,0.195917735,0.145476254,95,0
2013-09-06 01,0.074495243,0.198634812,0.56186791,0.11627907,0.267942584,0.345108695,0.354485364,0.66304348,0.733453689,0.463700163,0.702660738,0.290189801,0.291954739,0.288303765,0.499005353,0.525497895,0.948857456,0.017137655,0.157153018,0.167330802,100,0
2013-09-06 02,0.117892783,0.205802048,0.557854101,0.220659816,0.326953748,0.291909925,0.316828791,0.60425354,0.709915796,0.431540273,0.683710358,0.297790671,0.298605395,0.297450948,0.99935979,0.525566316,0.952216515,0.05563254,0.453616392,0.455082472,100,0
2013-09-06 03,0.162218612,0.219112628,0.556511379,0.346133045,0.454545455,0.26010101,0.318417731,0.47979798,0.601706591,0.347379182,0.628120131,0.309890425,0.310138553,0.309066005,0.500011426,0.595263158,0.949450714,0.115707452,0.14569344,0.103089054,95,0
2013-09-06 04,0.227198886,0.423208191,0.554012851,0.299080584,0.597288676,0.27020202,0.328358251,0.85353535,0.588211524,0.325915076,0.618189386,0.32502709,0.326721461,0.321362439,0.499096812,0.622105263,0.947899079,0.082666596,0.21046701,0.14854339,100,0
2013-09-06 05,0.10025528,0.206484642,0.551204217,0.210924824,0.343700159,0.290120885,0.328746794,0.45435598,0.63011062,0.423501619,0.655564309,0.288901837,0.290120866,0.287936668,0.999268332,0.526373684,0.9509258,0.050076312,0.569648593,0.502500831,100,0
2013-09-06 06,0.068693432,0.16109215,0.548477756,0.157382369,0.267942584,0.277173915,0.350782604,0.46195652,0.582363439,0.378891947,0.633646841,0.304710209,0.305535332,0.304061792,0.499919968,0.166842105,0.948984465,0.149784656,0.088137036,0.054748801,100,0
2013-09-06 07,0.176142957,0.279863481,0.545182935,0.111411574,0.133173844,0.30050505,0.316123765,0.62626263,0.665269275,0.926133714,0.816104503,0.316556007,0.315173979,0.318151529,0.000983183,0.313157895,0.948907405,0.406123293,0.767049841,0.62546392,100,0
2013-09-06 08,0.065212346,0.155972696,0.542071575,0.167117361,0.339712919,0.29076087,0.328977457,0,0.409031963,0.384293235,0.584860597,0.298334663,0.300605937,0.296574754,0.001440482,0.397894737,0.948825198,0.289052244,0.171755113,0.122129334,100,0
