0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.000000000000143,0.000000000004550,0.551102751000000,0.000000000000034,0.000000000002260,0.044321421000000,0.131481944000000,0.058215447000000,0.003535187000000,0.009765790000000,0.000087800000000,0.017546146000000,0.017323781000000,0.017593920000000,0.072045343000000,0.000000000000769,0.038742051000000,0.001586529000000,0.036633070000000,0.000018800000000
0.000000000000153,0.000000000004720,0.552692920000000,0.000000000000035,0.000000000002300,0.042226248000000,0.135770745000000,0.058200898000000,0.003438102000000,0.009660244000000,0.000085200000000,0.017986541000000,0.017788854000000,0.017931459000000,0.068831660000000,0.000000000000754,0.038944312000000,0.001571535000000,0.034852911000000,0.000018400000000
0.000000000000144,0.000000000004570,0.552278700000000,0.000000000000034,0.000000000002280,0.041426551000000,0.139259942000000,0.058302105000000,0.003467518000000,0.009672717000000,0.000086000000000,0.017788296000000,0.017523655000000,0.017830346000000,0.067383830000000,0.000000000000764,0.039009744000000,0.001580238000000,0.034372002000000,0.000018300000000
0.000000000000145,0.000000000004600,0.555657879000000,0.000000000000034,0.000000000002330,0.045960290000000,0.134964203000000,0.059855293000000,0.003712148000000,0.009707168000000,0.000091100000000,0.017930598000000,0.017591294000000,0.017971504000000,0.067743170000000,0.000000000000773,0.037778019000000,0.001586854000000,0.029434575000000,0.000015900000000
0.000000000000142,0.000000000004470,0.562989421000000,0.000000000000032,0.000000000002260,0.042326181000000,0.125164130000000,0.060428004000000,0.004534898000000,0.009521651000000,0.000114210000000,0.016978816000000,0.016713519000000,0.016679381000000,0.071958301000000,0.000000000000658,0.038490884000000,0.001607712000000,0.032476303000000,0.000016600000000
0.000000000000143,0.000000000004560,0.568475269000000,0.000000000000032,0.000000000002270,0.041852831000000,0.120968907000000,0.059631526000000,0.004468032000000,0.010054755000000,0.000117650000000,0.016754532000000,0.016387998000000,0.016769307000000,0.073571009000000,0.000000000000669,0.038795096000000,0.001744150000000,0.030390893000000,0.000018000000000
0.000000000000154,0.000000000004740,0.563950817000000,0.000000000000034,0.000000000002370,0.048010374000000,0.108754907000000,0.061299003000000,0.004512127000000,0.011500403000000,0.000122035000000,0.022065995000000,0.021394802000000,0.022133828000000,0.064400788000000,0.000000000000789,0.036911667000000,0.002011513000000,0.032914965000000,0.000016800000000
0.000000000000160,0.000000000004860,0.565818310000000,0.000000000000036,0.000000000002440,0.050017440000000,0.099911126000000,0.062975187000000,0.005238878000000,0.011740399000000,0.000131277000000,0.022809969000000,0.022111472000000,0.022963926000000,0.065955847000000,0.000000000000879,0.036924068000000,0.001946531000000,0.031438381000000,0.000017200000000
0.000000000000160,0.000000000004860,0.565819861000000,0.000000000000036,0.000000000002440,0.050017821000000,0.099910747000000,0.062974783000000,0.005238918000000,0.011739700000000,0.000131275000000,0.022809859000000,0.022111514000000,0.022963911000000,0.065957443000000,0.000000000000879,0.036923123000000,0.001946511000000,0.031437344000000,0.000017200000000
0.000000000000099,0.000000000002380,0.567617959000000,0.000000000000028,0.000000000001120,0.049707584000000,0.100182277000000,0.061542103000000,0.005297226000000,0.010708562000000,0.000129704000000,0.022810360000000,0.022437224000000,0.023220611000000,0.066106909000000,0.000000000000947,0.037047669000000,0.001868185000000,0.031307129000000,0.000016500000000
